Step,large_model_Train,large_model_Val,medium_model_Train,medium_model_Val,medium_model_w_worddropout_Train,medium_model_w_worddropout_Val,medium_model_w_worddropout2_Train,medium_model_w_worddropout2_Val,small_model_Train,small_model_Val,small_model_wo_skip_Train,small_model_wo_skip_Val
2540,0.3261379897594452,0.34071651101112366,0.3365621566772461,0.3454829156398773,0.47546759247779846,0.3962688148021698,,,0.43681639432907104,0.4459235370159149,2.168975830078125,2.177896499633789
2550,0.3268045485019684,0.34150275588035583,0.3358302414417267,0.345299631357193,0.4752751290798187,0.3952944874763489,,,0.4376387298107147,0.4469260275363922,2.167414903640747,2.176382303237915
2560,0.325947642326355,0.34214717149734497,0.3363076150417328,0.34454718232154846,0.4738960266113281,0.39597800374031067,,,0.4361262619495392,0.44538024067878723,2.167867422103882,2.1782455444335938
2570,0.32618945837020874,0.3414008319377899,0.33661967515945435,0.3447478115558624,0.47339802980422974,0.394965261220932,,,0.43590718507766724,0.4450712502002716,2.1671929359436035,2.177067518234253
2580,0.32597219944000244,0.3411749303340912,0.33551710844039917,0.3448682129383087,0.47378334403038025,0.3956780731678009,,,0.4348026514053345,0.4445924460887909,2.1641228199005127,2.1739492416381836
2590,0.3263254463672638,0.34114569425582886,0.3354327082633972,0.3445076048374176,0.47253701090812683,0.39616721868515015,,,0.43436163663864136,0.44357284903526306,2.165792226791382,2.1747727394104004
2600,0.32654380798339844,0.34133395552635193,0.3359065353870392,0.344198077917099,0.4741257131099701,0.39542099833488464,,,0.4351409077644348,0.4442797005176544,2.165433406829834,2.175431251525879
2610,0.3261895477771759,0.34147006273269653,0.33639344573020935,0.3456253707408905,0.47364383935928345,0.39422816038131714,,,0.43376585841178894,0.4441019296646118,2.163426399230957,2.1733312606811523
2620,0.32647743821144104,0.34105467796325684,0.3363913595676422,0.3445964753627777,0.4726286828517914,0.39563727378845215,,,0.4335183799266815,0.44265156984329224,2.1631455421447754,2.1728010177612305
2630,0.32603132724761963,0.34158775210380554,0.33556777238845825,0.3442153036594391,0.47302764654159546,0.39529287815093994,,,0.43251147866249084,0.4430696964263916,2.1619532108306885,2.171766757965088
2640,0.32607710361480713,0.34101027250289917,0.33498847484588623,0.34499111771583557,0.47231385111808777,0.3956472873687744,,,0.43365296721458435,0.4426932632923126,2.1615569591522217,2.1707825660705566
2650,0.3262065649032593,0.3412984013557434,0.3362073600292206,0.34445419907569885,0.4719829559326172,0.39482611417770386,,,0.4320671856403351,0.4408561587333679,2.164242744445801,2.1736044883728027
2660,0.3262464106082916,0.342164546251297,0.3353661000728607,0.34377211332321167,0.4714885950088501,0.395246684551239,,,0.4320187270641327,0.4412061274051666,2.1628687381744385,2.1714141368865967
2670,0.3263181746006012,0.34183356165885925,0.3344716727733612,0.34374916553497314,0.4707717001438141,0.395361989736557,,,0.432189404964447,0.4423142671585083,2.161226511001587,2.169379711151123
2680,0.3258257210254669,0.34100010991096497,0.3349989652633667,0.3439638614654541,0.47147125005722046,0.39489781856536865,,,0.43131518363952637,0.44132480025291443,2.160151720046997,2.169523239135742
2690,0.3257586658000946,0.3414808213710785,0.33617129921913147,0.345121294260025,0.47068363428115845,0.39488914608955383,,,0.4309587776660919,0.4401600658893585,2.158837080001831,2.1685667037963867
2700,0.32606181502342224,0.3415144979953766,0.3341671824455261,0.3443829417228699,0.4707525670528412,0.39473438262939453,,,0.4304407835006714,0.44021308422088623,2.1595423221588135,2.1692440509796143
2710,0.32564353942871094,0.3419550061225891,0.33530932664871216,0.34399449825286865,0.4707251787185669,0.39418715238571167,,,0.42830026149749756,0.43853461742401123,2.1592085361480713,2.16780948638916
2720,0.3256717026233673,0.3403837978839874,0.3343290090560913,0.34400975704193115,0.4703945219516754,0.3954358696937561,,,0.42970848083496094,0.43961212038993835,2.1587750911712646,2.167494058609009
2730,0.32575592398643494,0.34159165620803833,0.33533236384391785,0.3441862463951111,0.47060003876686096,0.39441192150115967,,,0.4294570982456207,0.4388453960418701,2.155967950820923,2.165553569793701
2740,0.325745165348053,0.34103479981422424,0.334330290555954,0.3435579538345337,0.4693221151828766,0.3947361409664154,,,0.42747193574905396,0.4371638596057892,2.1553919315338135,2.1640164852142334
2750,0.3255056142807007,0.34135112166404724,0.3358505368232727,0.345088928937912,0.4691179692745209,0.3949786424636841,,,0.4269675016403198,0.43656960129737854,2.154214859008789,2.1633570194244385
2760,0.3258621096611023,0.34117648005485535,0.3357003927230835,0.3443586230278015,0.46943068504333496,0.39513832330703735,,,0.4267926812171936,0.4362390637397766,2.1542179584503174,2.1634435653686523
2770,0.3253518044948578,0.3409498929977417,0.33421486616134644,0.3430740237236023,0.4684144854545593,0.3942132294178009,,,0.4275934100151062,0.4382719099521637,2.154872417449951,2.1644341945648193
2780,0.32582733035087585,0.3423461616039276,0.33588603138923645,0.3444075882434845,0.4686938226222992,0.3943978548049927,,,0.4274975657463074,0.43689197301864624,2.154561996459961,2.163015842437744
2790,0.325982004404068,0.3407166302204132,0.3341696560382843,0.34376636147499084,0.46812957525253296,0.39468705654144287,,,0.42696207761764526,0.4364607334136963,2.1560564041137695,2.1648669242858887
2800,0.32586470246315,0.3410762846469879,0.3356841802597046,0.34538280963897705,0.4676012694835663,0.39389148354530334,,,0.42541801929473877,0.43674805760383606,2.1515564918518066,2.1617231369018555
2810,0.3254149556159973,0.34129318594932556,0.3341445028781891,0.3430686593055725,0.4676002562046051,0.39473143219947815,,,0.42571747303009033,0.4358263313770294,2.1529273986816406,2.1627092361450195
2820,0.3261452913284302,0.34169378876686096,0.334920197725296,0.34419384598731995,0.4672447443008423,0.3940943479537964,,,0.4262178838253021,0.43592849373817444,2.1527793407440186,2.1622064113616943
2830,0.32527634501457214,0.3416805565357208,0.33403387665748596,0.34343013167381287,0.4668930768966675,0.3937746286392212,,,0.4260671138763428,0.4365699291229248,2.1495370864868164,2.158827066421509
2840,0.32555919885635376,0.34138262271881104,0.3363824188709259,0.3458349108695984,0.46692168712615967,0.3943004906177521,,,0.42592883110046387,0.4354475438594818,2.1507556438446045,2.159320592880249
2850,0.3254123628139496,0.3414682149887085,0.3343125581741333,0.3438446521759033,0.4662271738052368,0.3939000964164734,,,0.4244123101234436,0.43456795811653137,2.1499621868133545,2.158190965652466
2860,0.32542553544044495,0.3418118357658386,0.33453619480133057,0.34350529313087463,0.46745118498802185,0.3935799300670624,,,0.42435958981513977,0.4332379400730133,2.149031162261963,2.157902479171753
2870,0.3253139555454254,0.34094297885894775,0.3343215882778168,0.3436112105846405,0.46861058473587036,0.39468392729759216,,,0.4241711497306824,0.4337407946586609,2.1506853103637695,2.1596291065216064
2880,0.32545849680900574,0.3422350287437439,0.33358120918273926,0.34316307306289673,0.4670484662055969,0.39361298084259033,,,0.4231327176094055,0.43377968668937683,2.1476197242736816,2.1556551456451416
2890,0.32521700859069824,0.3415147364139557,0.33399584889411926,0.34266701340675354,0.4672669470310211,0.3939671218395233,,,0.42321541905403137,0.4335916042327881,2.149188280105591,2.1578903198242188
2900,0.32526788115501404,0.34182098507881165,0.33340492844581604,0.34297358989715576,0.466389924287796,0.39344868063926697,,,0.4229395389556885,0.43271374702453613,2.150088310241699,2.1581344604492188
2910,0.32587960362434387,0.34127312898635864,0.3334059417247772,0.3428712487220764,0.4663481116294861,0.39338916540145874,,,0.42275360226631165,0.43384209275245667,2.146371364593506,2.1542861461639404
2920,0.32539910078048706,0.34191763401031494,0.3343769907951355,0.34386321902275085,0.46571967005729675,0.39339810609817505,,,0.42229220271110535,0.43249672651290894,2.144526720046997,2.153111457824707
2930,0.3253724277019501,0.3422766625881195,0.33401384949684143,0.3427751064300537,0.46637439727783203,0.39250868558883667,,,0.4226870834827423,0.43265190720558167,2.143620491027832,2.1517491340637207
2940,0.32539939880371094,0.3415590524673462,0.33397620916366577,0.34253448247909546,0.46556296944618225,0.3935231864452362,,,0.42155173420906067,0.4322381913661957,2.1437127590179443,2.150853395462036
2950,0.325400173664093,0.341071218252182,0.33360591530799866,0.34279486536979675,0.46626386046409607,0.3929241895675659,,,0.42205795645713806,0.4326554238796234,2.144277334213257,2.153156280517578
2960,0.325374037027359,0.34135255217552185,0.3350523114204407,0.34435829520225525,0.46507275104522705,0.39294910430908203,,,0.42168131470680237,0.43189266324043274,2.142634391784668,2.1514766216278076
2970,0.3257380425930023,0.34134429693222046,0.33316344022750854,0.34340789914131165,0.4649522006511688,0.39309465885162354,,,0.4208662509918213,0.43135130405426025,2.144420862197876,2.15181303024292
2980,0.32500624656677246,0.3420203924179077,0.3341514468193054,0.3425213098526001,0.4640185534954071,0.3932184875011444,,,0.4194543957710266,0.42974647879600525,2.1426379680633545,2.151015281677246
2990,0.324960857629776,0.34093135595321655,0.33382171392440796,0.3429248034954071,,,,,0.4201352596282959,0.4291476011276245,2.1400647163391113,2.1485118865966797
3000,0.3249587118625641,0.341800719499588,0.33417513966560364,0.34305956959724426,,,,,0.42030638456344604,0.4296766519546509,2.1411631107330322,2.149273633956909
3010,0.32443442940711975,0.3411708176136017,0.33347439765930176,0.3426094949245453,,,,,0.42143571376800537,0.4311431050300598,2.140064239501953,2.1479110717773438
3020,0.32438743114471436,0.3413558304309845,0.33372658491134644,0.3434206247329712,,,,,0.41913673281669617,0.42913901805877686,2.1389195919036865,2.14643931388855
3030,0.3250027894973755,0.34159836173057556,0.33341121673583984,0.34271201491355896,,,,,0.4185197353363037,0.42865073680877686,2.1381680965423584,2.1473748683929443
3040,0.325453519821167,0.3426273763179779,0.333522230386734,0.34298786520957947,,,,,0.4182492196559906,0.42778998613357544,2.1367788314819336,2.1438944339752197
3050,0.3246488869190216,0.34231430292129517,0.3340950310230255,0.34294798970222473,,,,,0.41764071583747864,0.42820248007774353,2.1357030868530273,2.1441097259521484
3060,0.32522284984588623,0.3407766819000244,0.332764208316803,0.34207600355148315,,,,,0.4182237982749939,0.42802464962005615,2.1339659690856934,2.1426939964294434
3070,0.32468482851982117,0.3418004512786865,0.33317244052886963,0.34276512265205383,,,,,0.41902855038642883,0.4282273054122925,2.1330814361572266,2.141021490097046
3080,0.32507777214050293,0.3416428864002228,0.33349791169166565,0.341724693775177,,,,,0.41804444789886475,0.4281501770019531,2.1309661865234375,2.139460325241089
3090,0.3248406946659088,0.34157368540763855,0.333931565284729,0.34252020716667175,,,,,0.4179476499557495,0.42740318179130554,2.132664918899536,2.140096426010132
3100,0.324868381023407,0.3413354158401489,0.33309340476989746,0.3414668142795563,,,,,0.4166741967201233,0.42708447575569153,2.132073402404785,2.138608455657959
3110,0.32492420077323914,0.3416857421398163,0.3349047601222992,0.34353774785995483,,,,,0.41668903827667236,0.42626267671585083,2.1319005489349365,2.1382205486297607
3120,0.3247555196285248,0.3417084515094757,0.3332308232784271,0.3426769971847534,,,,,0.4156379699707031,0.42594805359840393,2.129063367843628,2.136986494064331
3130,0.32421669363975525,0.34145161509513855,,,,,,,0.41630104184150696,0.42728191614151,2.1276962757110596,2.135594129562378
3140,0.3243972361087799,0.341675341129303,,,,,,,0.41534101963043213,0.424403578042984,2.1269450187683105,2.1340863704681396
3150,0.32433921098709106,0.3415887951850891,,,,,,,0.41612347960472107,0.42561888694763184,2.123284101486206,2.131831645965576
3160,0.32421875,0.3424121141433716,,,,,,,0.4147202968597412,0.42540663480758667,2.12455415725708,2.1327362060546875
3170,0.32454317808151245,0.3417486250400543,,,,,,,0.4143718481063843,0.4241914451122284,2.1232407093048096,2.1306257247924805
3180,0.32385215163230896,0.34195059537887573,,,,,,,0.41570794582366943,0.4244406223297119,2.1236908435821533,2.1307928562164307
3190,0.32429978251457214,0.34144264459609985,,,,,,,0.41575857996940613,0.42570042610168457,2.12186336517334,2.129307985305786
3200,0.32409340143203735,0.34190094470977783,,,,,,,0.4136792719364166,0.4235198497772217,2.1209757328033447,2.1293530464172363
3210,0.3245243728160858,0.3414677083492279,,,,,,,0.4140434265136719,0.4233757257461548,2.1191375255584717,2.1260030269622803
3220,0.3245898187160492,0.3417409062385559,,,,,,,0.4146735370159149,0.4246375560760498,2.117804527282715,2.1250181198120117
3230,0.3244268298149109,0.3426641821861267,,,,,,,0.4135254919528961,0.4233885705471039,2.1198983192443848,2.126112461090088
3240,0.32390621304512024,0.34209561347961426,,,,,,,0.4141891598701477,0.4230806231498718,2.117657423019409,2.1242196559906006
3250,0.3242357671260834,0.3417408764362335,,,,,,,0.41371577978134155,0.4236215353012085,2.118760108947754,2.1255688667297363
3260,0.32434991002082825,0.3424305021762848,,,,,,,0.4132523238658905,0.42330050468444824,2.111826181411743,2.1189794540405273
3270,0.32370203733444214,0.34187769889831543,,,,,,,0.4147528409957886,0.42418524622917175,2.1151273250579834,2.121995687484741
3280,0.3238771855831146,0.3425386846065521,,,,,,,0.41160720586776733,0.4215458035469055,2.1135129928588867,2.1188061237335205
3290,0.3244946300983429,0.3415029048919678,,,,,,,0.4115031361579895,0.42120593786239624,2.1114842891693115,2.119011163711548
3300,0.32390305399894714,0.34246155619621277,,,,,,,0.41077864170074463,0.4201240837574005,2.110731601715088,2.117321491241455
3310,0.32452693581581116,0.34137287735939026,,,,,,,0.41211116313934326,0.4220739006996155,2.1090261936187744,2.1157970428466797
3320,0.32428374886512756,0.34220024943351746,,,,,,,0.4103272259235382,0.42119884490966797,2.10882306098938,2.116816759109497
3330,0.3238743245601654,0.34234267473220825,,,,,,,0.4115952253341675,0.4214003086090088,2.106348991394043,2.1142215728759766
3340,0.3237476050853729,0.34143170714378357,,,,,,,0.4115715026855469,0.4205460250377655,2.108038902282715,2.1150174140930176
3350,0.32409799098968506,0.3423228859901428,,,,,,,0.4103941023349762,0.4206143915653229,2.1035823822021484,2.111182451248169
3360,0.32353347539901733,0.3422650098800659,,,,,,,0.4099251627922058,0.41989830136299133,2.105102777481079,2.1119086742401123
3370,0.3235465884208679,0.3425769805908203,,,,,,,0.40930771827697754,0.41930630803108215,2.1046359539031982,2.111834764480591
3380,0.3240663409233093,0.34217602014541626,,,,,,,0.4091796576976776,0.4191383719444275,2.104147434234619,2.1111083030700684
3390,0.3237549662590027,0.3419246971607208,,,,,,,0.4104269742965698,0.4204864799976349,2.1037681102752686,2.1095571517944336
3400,0.3234690725803375,0.3422441780567169,,,,,,,0.409464955329895,0.4197707772254944,2.0993432998657227,2.1057076454162598
3410,0.3233829140663147,0.34211045503616333,,,,,,,0.409697562456131,0.41958218812942505,2.0984694957733154,2.1046178340911865
3420,0.3235221803188324,0.34240952134132385,,,,,,,0.4091678261756897,0.41868695616722107,2.102654457092285,2.1098556518554688
3430,0.32349860668182373,0.34179869294166565,,,,,,,0.4083855152130127,0.4188880920410156,2.0999879837036133,2.106389284133911
3440,0.3232465386390686,0.3420286178588867,,,,,,,0.4086749255657196,0.417589008808136,2.098635673522949,2.104480266571045
3450,0.3227345943450928,0.34229767322540283,,,,,,,0.4086368978023529,0.4184553921222687,2.098116397857666,2.104248046875
3460,0.3228819966316223,0.342073529958725,,,,,,,0.40866467356681824,0.4182907044887543,2.0969033241271973,2.104351043701172
3470,0.3234899938106537,0.34200775623321533,,,,,,,0.4080555737018585,0.4170385003089905,2.093520164489746,2.09887433052063
3480,0.32323765754699707,0.3423911929130554,,,,,,,0.40849289298057556,0.4179172217845917,2.0944032669067383,2.1006319522857666
3490,0.32312771677970886,0.3419528603553772,,,,,,,0.4081752300262451,0.4179248809814453,2.0928876399993896,2.099597215652466
3500,0.32294273376464844,0.3425074815750122,,,,,,,0.40813517570495605,0.41840943694114685,2.0930042266845703,2.099900245666504
3510,0.32299476861953735,0.3428889513015747,,,,,,,,,2.091999053955078,2.0986037254333496
3520,0.3236508071422577,0.34182441234588623,,,,,,,,,2.092578649520874,2.0986807346343994
3530,0.3231552839279175,0.34168875217437744,,,,,,,,,2.0920324325561523,2.098021984100342
3540,0.3231065273284912,0.3422713875770569,,,,,,,,,2.089743137359619,2.096648931503296
3550,0.32311561703681946,0.34219351410865784,,,,,,,,,2.0875322818756104,2.093330144882202
3560,0.32313358783721924,0.3421677350997925,,,,,,,,,2.0872058868408203,2.093899726867676
3570,0.3227440118789673,0.3418746292591095,,,,,,,,,2.08718204498291,2.0937089920043945
3580,0.32299137115478516,0.3421987295150757,,,,,,,,,2.0851938724517822,2.0918898582458496
3590,0.32260647416114807,0.3420710861682892,,,,,,,,,2.085331678390503,2.091714382171631
3600,0.32268890738487244,0.3426114320755005,,,,,,,,,2.0874624252319336,2.0933961868286133
3610,0.322601854801178,0.3426317572593689,,,,,,,,,2.082632541656494,2.0889365673065186
3620,0.3225999176502228,0.342321515083313,,,,,,,,,2.0828664302825928,2.088772773742676
3630,0.3225337564945221,0.34246617555618286,,,,,,,,,2.083930730819702,2.0903475284576416
3640,0.32295361161231995,0.34203505516052246,,,,,,,,,2.0838258266448975,2.089104652404785
3650,0.32340118288993835,0.34253180027008057,,,,,,,,,2.08024263381958,2.0862643718719482
3660,0.32266008853912354,0.3427793085575104,,,,,,,,,2.0792369842529297,2.0866570472717285
3670,0.322569876909256,0.3429023027420044,,,,,,,,,2.0788159370422363,2.0851998329162598
3680,0.32178929448127747,0.34215399622917175,,,,,,,,,2.0779919624328613,2.083545207977295
3690,0.32223770022392273,0.34280842542648315,,,,,,,,,2.077901601791382,2.085160255432129
3700,0.3229040801525116,0.3426949381828308,,,,,,,,,2.079578399658203,2.0867679119110107
3710,0.32233235239982605,0.34290337562561035,,,,,,,,,2.076695203781128,2.083042860031128
3720,0.32213065028190613,0.3427598178386688,,,,,,,,,2.075705051422119,2.0822296142578125
3730,0.32234153151512146,0.3437398672103882,,,,,,,,,2.075111150741577,2.0820980072021484
3740,0.3218187391757965,0.3427717089653015,,,,,,,,,2.07523512840271,2.0818324089050293
3750,0.3220093548297882,0.3426826000213623,,,,,,,,,2.07315731048584,2.080409049987793
3760,0.3225078582763672,0.34322893619537354,,,,,,,,,2.0720815658569336,2.0782601833343506
3770,0.32218363881111145,0.3431778848171234,,,,,,,,,2.072575092315674,2.078932046890259
3780,0.3221641182899475,0.3431876301765442,,,,,,,,,2.0710387229919434,2.0785233974456787
3790,0.3222217559814453,0.34326884150505066,,,,,,,,,2.0697648525238037,2.0758888721466064
3800,0.3220479488372803,0.3434368073940277,,,,,,,,,2.072064161300659,2.077744960784912
3810,0.3219861090183258,0.3428419828414917,,,,,,,,,2.0710506439208984,2.0771524906158447
3820,0.3222104012966156,0.3426647186279297,,,,,,,,,2.0673019886016846,2.0737504959106445
3830,0.3220396935939789,0.34203946590423584,,,,,,,,,2.0679128170013428,2.073598861694336
3840,0.3217689096927643,0.3433871865272522,,,,,,,,,2.066528797149658,2.072208881378174
3850,0.3226073086261749,0.343067467212677,,,,,,,,,2.0656445026397705,2.072457790374756
3860,0.3216034770011902,0.34378954768180847,,,,,,,,,2.0619688034057617,2.0685508251190186
3870,0.32135626673698425,0.34353184700012207,,,,,,,,,2.0626392364501953,2.0685791969299316
3880,0.32216566801071167,0.3426688015460968,,,,,,,,,2.062291383743286,2.06908917427063
3890,0.32119467854499817,0.343048095703125,,,,,,,,,2.0618460178375244,2.069030523300171
3900,0.3216904103755951,0.3433113396167755,,,,,,,,,2.061325788497925,2.066974401473999
3910,0.3217053711414337,0.34321022033691406,,,,,,,,,2.060791015625,2.066605567932129
3920,0.3213714361190796,0.3436034321784973,,,,,,,,,2.0566511154174805,2.062098741531372
3930,0.32093051075935364,0.3432565927505493,,,,,,,,,2.0567591190338135,2.0634186267852783
3940,0.32082420587539673,0.3428068161010742,,,,,,,,,2.057061195373535,2.062864065170288
3950,0.3207165002822876,0.34328693151474,,,,,,,,,2.0568201541900635,2.062382221221924
3960,0.3210047483444214,0.3433404266834259,,,,,,,,,2.0554754734039307,2.0628507137298584
3970,0.32089346647262573,0.34286221861839294,,,,,,,,,2.0535974502563477,2.061183214187622
3980,0.32048091292381287,0.3435998558998108,,,,,,,,,2.0534098148345947,2.05930757522583
3990,0.32083651423454285,0.3439631760120392,,,,,,,,,2.0534348487854004,2.059264898300171
4000,0.32144883275032043,0.3445083200931549,,,,,,,,,2.0526537895202637,2.0588228702545166
4010,0.3210626542568207,0.3433725833892822,,,,,,,,,2.0502490997314453,2.0570602416992188
4020,0.3203818202018738,0.34318268299102783,,,,,,,,,2.0465383529663086,2.051581859588623
4030,0.3209265172481537,0.34340012073516846,,,,,,,,,2.0472731590270996,2.0533523559570312
4040,0.32089775800704956,0.3443011939525604,,,,,,,,,2.0484750270843506,2.0535943508148193
4050,0.320450097322464,0.3435181677341461,,,,,,,,,2.045123338699341,2.052187442779541
4060,0.32070299983024597,0.34313464164733887,,,,,,,,,2.044529438018799,2.050541639328003
4070,0.32032957673072815,0.3430475890636444,,,,,,,,,2.041226387023926,2.0474693775177
4080,0.32088974118232727,0.34384018182754517,,,,,,,,,2.043226718902588,2.0503270626068115
4090,0.3205444812774658,0.3433103561401367,,,,,,,,,2.0391504764556885,2.046745538711548
4100,0.32046040892601013,0.3432965576648712,,,,,,,,,2.0377376079559326,2.0446999073028564
4110,0.31978628039360046,0.3433307409286499,,,,,,,,,2.036719560623169,2.0436959266662598
4120,0.3195455074310303,0.343595415353775,,,,,,,,,2.0345914363861084,2.0413460731506348
4130,0.3199215531349182,0.3433109521865845,,,,,,,,,2.0367865562438965,2.043304920196533
4140,0.31984442472457886,0.3442264497280121,,,,,,,,,2.0346405506134033,2.0408740043640137
4150,0.3196878135204315,0.3433842360973358,,,,,,,,,2.0307140350341797,2.038550615310669
4160,0.3199574649333954,0.34344035387039185,,,,,,,,,2.0295560359954834,2.0362606048583984
4170,0.3196917772293091,0.3443172574043274,,,,,,,,,2.031365394592285,2.038601875305176
4180,0.3193676769733429,0.3443170487880707,,,,,,,,,2.02708101272583,2.034553289413452
4190,0.31904497742652893,0.34381720423698425,,,,,,,,,2.027456521987915,2.034956455230713
4200,0.31968066096305847,0.3442212641239166,,,,,,,,,2.0226402282714844,2.0306334495544434
4210,0.3192872703075409,0.34439799189567566,,,,,,,,,2.027255058288574,2.0346262454986572
4220,0.31905293464660645,0.34295228123664856,,,,,,,,,2.0227036476135254,2.0310230255126953
4230,0.3192499279975891,0.3454035818576813,,,,,,,,,2.0207369327545166,2.0287177562713623
4240,0.3193691372871399,0.34476372599601746,,,,,,,,,2.0203092098236084,2.0285372734069824
4250,0.31924882531166077,0.3446998596191406,,,,,,,,,2.0194103717803955,2.0276033878326416
4260,0.31938573718070984,0.3439936339855194,,,,,,,,,2.0188064575195312,2.0278525352478027
4270,0.31932440400123596,0.3439888656139374,,,,,,,,,2.015017509460449,2.0228958129882812
4280,0.3191527724266052,0.34408214688301086,,,,,,,,,2.012761116027832,2.0196733474731445
4290,0.31868255138397217,0.3441295325756073,,,,,,,,,2.0142362117767334,2.02262544631958
4300,0.31891655921936035,0.3442477285861969,,,,,,,,,2.0079054832458496,2.016833543777466
4310,0.31931614875793457,0.3441479504108429,,,,,,,,,2.011514663696289,2.017486572265625
4320,0.31884852051734924,0.3446423411369324,,,,,,,,,2.0121753215789795,2.0196404457092285
4330,0.3184435963630676,0.34574875235557556,,,,,,,,,2.0046281814575195,2.0129218101501465
4340,0.3187722861766815,0.3451687693595886,,,,,,,,,2.003141164779663,2.0122714042663574
4350,0.3181937336921692,0.34517332911491394,,,,,,,,,2.005392074584961,2.0124263763427734
4360,0.3183486759662628,0.34459736943244934,,,,,,,,,2.002584218978882,2.009944438934326
4370,0.3189772963523865,0.34525421261787415,,,,,,,,,2.0017523765563965,2.008221387863159
4380,0.3187083899974823,0.34464332461357117,,,,,,,,,1.9979047775268555,2.00614070892334
4390,0.3178848922252655,0.34442877769470215,,,,,,,,,1.9993460178375244,2.0066912174224854
4400,0.31788957118988037,0.3455599844455719,,,,,,,,,1.9953898191452026,2.0032243728637695
4410,0.31833386421203613,0.3455035388469696,,,,,,,,,1.995172381401062,2.0018434524536133
4420,0.3180468678474426,0.34607890248298645,,,,,,,,,1.9907575845718384,1.9993075132369995
4430,0.31810227036476135,0.3453007936477661,,,,,,,,,1.991938591003418,1.9994163513183594
4440,0.31802546977996826,0.3451378643512726,,,,,,,,,1.9898042678833008,1.998041033744812
4450,0.31767261028289795,0.3447907567024231,,,,,,,,,1.989412784576416,1.997615933418274
4460,0.31766411662101746,0.34500977396965027,,,,,,,,,1.9868472814559937,1.9950628280639648
4470,0.3175404667854309,0.3451213836669922,,,,,,,,,1.9857829809188843,1.9936742782592773
4480,0.31744784116744995,0.3455697000026703,,,,,,,,,1.9882879257202148,1.996384859085083
4490,0.31710055470466614,0.3454512655735016,,,,,,,,,1.9822096824645996,1.988564133644104
4500,0.3174934387207031,0.3453267216682434,,,,,,,,,1.978043794631958,1.9858288764953613
4510,0.3166828453540802,0.3450073301792145,,,,,,,,,1.9787161350250244,1.9863227605819702
4520,0.3170894980430603,0.3456796407699585,,,,,,,,,1.9762852191925049,1.9834442138671875
4530,0.31704339385032654,0.3449461758136749,,,,,,,,,1.9706295728683472,1.9788196086883545
4540,0.3165789544582367,0.3445438742637634,,,,,,,,,1.9728987216949463,1.980580449104309
4550,0.3169536292552948,0.3451573848724365,,,,,,,,,1.9694422483444214,1.9772329330444336
4560,0.31649723649024963,0.34617477655410767,,,,,,,,,1.9689538478851318,1.9771816730499268
4570,0.3165602385997772,0.34519657492637634,,,,,,,,,1.967408299446106,1.9753118753433228
4580,0.31620338559150696,0.3465034067630768,,,,,,,,,1.962607979774475,1.9718512296676636
4590,0.3161165714263916,0.346272736787796,,,,,,,,,1.9603157043457031,1.9688737392425537
4600,0.3164057731628418,0.3462468385696411,,,,,,,,,1.9636584520339966,1.9709577560424805
4610,0.3159995377063751,0.3464430868625641,,,,,,,,,1.9556701183319092,1.9631694555282593
4620,0.31625163555145264,0.34620362520217896,,,,,,,,,1.9553340673446655,1.9644774198532104
4630,0.3157065808773041,0.34612107276916504,,,,,,,,,1.9555050134658813,1.9637843370437622
4640,0.31618499755859375,0.34649184346199036,,,,,,,,,1.9537489414215088,1.960890531539917
4650,0.3161598742008209,0.34638693928718567,,,,,,,,,1.9496749639511108,1.9570252895355225
4660,0.31553182005882263,0.3454611301422119,,,,,,,,,1.9511044025421143,1.9581875801086426
4670,0.31619489192962646,0.34624505043029785,,,,,,,,,1.9507098197937012,1.9570449590682983
4680,0.31586992740631104,0.3459845781326294,,,,,,,,,1.9424176216125488,1.9513673782348633
4690,0.31588301062583923,0.3461880385875702,,,,,,,,,1.947119951248169,1.9554774761199951
4700,0.3160580098628998,0.3456602990627289,,,,,,,,,1.9421902894973755,1.9508236646652222
4710,0.3157956600189209,0.3463829457759857,,,,,,,,,1.9389077425003052,1.9462391138076782
4720,0.31523680686950684,0.34696513414382935,,,,,,,,,1.9353251457214355,1.9425448179244995
4730,0.31515803933143616,0.3469535708427429,,,,,,,,,1.9357341527938843,1.9424431324005127
4740,0.31582948565483093,0.34748005867004395,,,,,,,,,1.933096170425415,1.940129041671753
4750,0.3154418170452118,0.3474584221839905,,,,,,,,,1.9337369203567505,1.9398775100708008
4760,0.3146953880786896,0.3458518981933594,,,,,,,,,1.9266228675842285,1.9336535930633545
4770,0.3144174814224243,0.34554755687713623,,,,,,,,,1.9271409511566162,1.934929370880127
4780,0.3146870732307434,0.3455849587917328,,,,,,,,,1.9290837049484253,1.935753583908081
4790,0.31444674730300903,0.3472784757614136,,,,,,,,,1.9212629795074463,1.9292521476745605
4800,0.31445637345314026,0.3464125394821167,,,,,,,,,1.9185307025909424,1.9258439540863037
4810,0.3143532872200012,0.3461207449436188,,,,,,,,,1.9186123609542847,1.9250762462615967
4820,0.3146396577358246,0.34568554162979126,,,,,,,,,1.9148799180984497,1.921471357345581
4830,0.3145286440849304,0.34636691212654114,,,,,,,,,1.9199644327163696,1.9252421855926514
4840,0.31409579515457153,0.3472141921520233,,,,,,,,,1.9131420850753784,1.9191012382507324
